Timestamp,Emotion
2024-10-13 22:32:57,neutral
2024-10-13 22:32:57,angry
2024-10-13 22:32:58,neutral
2024-10-13 22:32:58,neutral
2024-10-13 22:32:58,angry
2024-10-13 22:32:58,angry
2024-10-13 22:32:58,neutral
2024-10-13 22:32:58,sad
2024-10-13 22:32:58,neutral
2024-10-13 22:32:58,sad
2024-10-13 22:32:58,angry
2024-10-13 22:32:59,neutral
2024-10-13 22:32:59,sad
2024-10-13 22:32:59,neutral
2024-10-13 22:32:59,neutral
2024-10-13 22:32:59,neutral
2024-10-13 22:32:59,sad
2024-10-13 22:32:59,neutral
2024-10-13 22:33:00,neutral
2024-10-13 22:33:00,neutral
2024-10-13 22:33:00,neutral
2024-10-13 22:33:00,angry
2024-10-13 22:33:00,neutral
2024-10-13 22:33:00,angry
2024-10-13 22:33:00,angry
2024-10-13 22:33:00,neutral
2024-10-13 22:33:00,neutral
2024-10-13 22:33:00,neutral
2024-10-13 22:33:01,fear
2024-10-13 22:33:01,fear
2024-10-13 22:33:01,sad
2024-10-13 22:33:01,sad
2024-10-13 22:33:01,angry
2024-10-13 22:33:01,neutral
2024-10-13 22:33:01,angry
2024-10-13 22:33:01,neutral
2024-10-13 22:33:02,neutral
2024-10-13 22:33:02,sad
2024-10-13 22:33:02,angry
2024-10-13 22:33:02,fear
2024-10-13 22:33:02,neutral
2024-10-13 22:33:02,neutral
2024-10-13 22:33:02,neutral
2024-10-13 22:33:02,sad
2024-10-13 22:33:03,neutral
2024-10-13 22:33:03,neutral
2024-10-13 22:33:03,neutral
2024-10-13 22:33:03,neutral
2024-10-13 22:33:03,angry
2024-10-13 22:33:03,angry
2024-10-13 22:33:03,sad
2024-10-13 22:33:03,angry
2024-10-13 22:33:04,neutral
2024-10-13 22:33:04,neutral
2024-10-13 22:33:04,neutral
2024-10-13 22:33:04,neutral
2024-10-13 22:33:04,neutral
2024-10-13 22:33:04,angry
2024-10-13 22:33:04,angry
2024-10-13 22:33:04,neutral
2024-10-13 22:33:04,neutral
2024-10-13 22:33:05,neutral
2024-10-13 22:33:05,neutral
2024-10-13 22:33:05,neutral
2024-10-13 22:33:05,neutral
2024-10-13 22:33:05,neutral
2024-10-13 22:33:05,neutral
2024-10-13 22:33:05,neutral
2024-10-13 22:33:06,fear
2024-10-13 22:33:06,neutral
2024-10-13 22:33:06,fear
2024-10-13 22:33:06,fear
2024-10-13 22:33:06,sad
2024-10-13 22:33:06,sad
2024-10-13 22:33:06,angry
2024-10-13 22:33:06,sad
2024-10-13 22:33:06,angry
2024-10-13 22:33:07,angry
2024-10-13 22:33:07,angry
2024-10-13 22:33:07,angry
2024-10-13 22:33:07,angry
2024-10-13 22:33:07,angry
2024-10-13 22:33:07,angry
2024-10-13 22:33:07,angry
2024-10-13 22:33:07,sad
2024-10-13 22:33:07,angry
2024-10-13 22:33:07,angry
2024-10-13 22:33:08,angry
2024-10-13 22:33:08,angry
2024-10-13 22:33:08,angry
2024-10-13 22:33:08,angry
2024-10-13 22:33:08,angry
2024-10-13 22:33:08,angry
2024-10-13 22:33:08,angry
2024-10-13 22:33:08,angry
2024-10-13 22:33:09,neutral
2024-10-13 22:33:09,neutral
2024-10-13 22:33:09,neutral
2024-10-13 22:33:09,neutral
2024-10-13 22:33:09,angry
2024-10-13 22:33:09,angry
2024-10-13 22:33:09,angry
2024-10-13 22:33:09,sad
2024-10-13 22:33:09,angry
2024-10-13 22:33:09,angry
2024-10-13 22:33:10,angry
2024-10-13 22:33:10,sad
2024-10-13 22:33:10,angry
2024-10-13 22:33:10,neutral
2024-10-13 22:33:10,neutral
2024-10-13 22:33:10,neutral
2024-10-13 22:33:10,sad
2024-10-13 22:33:11,neutral
2024-10-13 22:33:11,neutral
2024-10-13 22:33:11,neutral
2024-10-13 22:33:11,angry
2024-10-13 22:33:11,sad
2024-10-13 22:33:11,neutral
2024-10-13 22:33:11,neutral
2024-10-13 22:33:11,neutral
2024-10-13 22:33:12,neutral
2024-10-13 22:33:12,neutral
2024-10-13 22:33:12,fear
2024-10-13 22:33:12,neutral
2024-10-13 22:33:12,angry
2024-10-13 22:33:12,sad
2024-10-13 22:33:12,neutral
2024-10-13 22:33:12,neutral
2024-10-13 22:33:13,neutral
2024-10-13 22:33:13,angry
2024-10-13 22:33:13,angry
2024-10-13 22:33:13,neutral
2024-10-13 22:33:13,neutral
2024-10-13 22:33:13,neutral
2024-10-13 22:33:13,neutral
2024-10-13 22:33:13,neutral
2024-10-13 22:33:14,neutral
2024-10-13 22:33:14,neutral
2024-10-13 22:33:14,angry
2024-10-13 22:33:14,neutral
2024-10-13 22:33:14,fear
2024-10-13 22:33:14,neutral
2024-10-13 22:33:14,sad
2024-10-13 22:33:14,angry
2024-10-13 22:33:15,neutral
2024-10-13 22:33:15,angry
2024-10-13 22:33:15,sad
